pair_id	chain_ptm_a	chain_ptm_b	min_pae_ab	ptm	iptm
pos_q99mj9_q9est8	0.41	0.43	14.82	0.34	0.2
pos_q9d832_p11103	0.45	0.7	17.22	0.59	0.2
pos_p22387_q9z0y7	0.28	0.32	13.46	0.31	0.2
pos_p41969_p59759	0.26	0.23	14.8	0.23	0.2
pos_q03145_q9est8	0.37	0.42	19.14	0.31	0.2
pos_q9jje7_q9qwk5	0.73	0.71	25.77	0.61	0.2
pos_p08101_d3z3y1	0.46	0.71	18.17	0.59	0.2
pos_q3ukf7_p11835	0.28	0.54	18.71	0.36	0.2
pos_q3ukf7_q07797	0.29	0.66	19.62	0.38	0.2
pos_q9wvh4_q9cun6	0.2	0.46	12.65	0.34	0.2
pos_p47856_q8cgy8	0.6	0.67	18.16	0.49	0.2
pos_o08842_e9py62	0.61	0.67	24.54	0.57	0.2
pos_q9wv60_q6b966	0.78	0.75	25.39	0.61	0.2
pos_o70507_p60954	0.41	0.3	19.3	0.36	0.2
pos_q8vdj3_p16301	0.27	0.8	24.91	0.34	0.2
pos_q99l13_p97305	0.79	0.28	23.48	0.32	0.2
pos_q9erh7_q08369	0.4	0.17	17.98	0.35	0.2
pos_q7ts72_q99n57	0.42	0.47	19.9	0.35	0.2
pos_q9z2x8_q9est8	0.64	0.44	19.54	0.4	0.2
pos_q99n32_q9est8	0.78	0.43	19.33	0.55	0.2
pos_q60793_q5hzj0	0.16	0.65	20.1	0.55	0.2
pos_q07797_q8bw70	0.64	0.45	21.74	0.38	0.2
pos_p03930_q3v129	0.25	0.59	16.1	0.57	0.2
pos_o70145_p25799	0.39	0.49	19.26	0.41	0.2
pos_p97305_q91v27	0.29	0.3	13.24	0.27	0.2
pos_q9est8_p48437	0.44	0.28	18.2	0.32	0.2
pos_q8ciz9_q3up38	0.65	0.28	19.49	0.41	0.2
pos_q9cs84_p48787	0.51	0.4	16.21	0.48	0.2
pos_q3tti9_q9jhg7	0.68	0.88	18.73	0.68	0.2
pos_p05622_q8ci19	0.38	0.39	19.76	0.34	0.2
pos_q5eg47_q8bmj2	0.59	0.74	23.06	0.58	0.2
pos_p20444_o88393	0.67	0.36	22.33	0.42	0.2
pos_q99m15_q8cih5	0.65	0.72	7.5	0.62	0.2
pos_p34152_p09055	0.46	0.49	23.36	0.36	0.2
pos_q99p51_p70335	0.48	0.37	15.93	0.35	0.2
pos_q04207_q8r4b8	0.39	0.53	17.82	0.43	0.2
pos_q6pdc0_p05555	0.43	0.58	24.05	0.5	0.2
pos_q9bcz4_p70335	0.24	0.37	18.81	0.35	0.2
pos_q9z180_p97376	0.17	0.5	19.63	0.23	0.2
pos_p56564_o35409	0.56	0.84	22.37	0.56	0.2
pos_q9jhi9_q9z0z4	0.73	0.8	23.6	0.61	0.2
pos_q9cun6_q9est8	0.44	0.44	19.62	0.34	0.2
pos_q52kf3_q9z2b5	0.26	0.33	18.13	0.29	0.2
pos_p05480_p05622	0.54	0.38	21.49	0.33	0.2
pos_q64729_o88393	0.6	0.37	11.43	0.34	0.2
pos_q8bjq4_p24063	0.53	0.56	22.36	0.51	0.2
pos_q06806_p22725	0.36	0.69	20.5	0.33	0.2
pos_a0a286ycx6_p51637	0.53	0.3	21.9	0.51	0.2
pos_q8cdg3_q9d6j6	0.44	0.71	25.43	0.41	0.2
pos_q8r0i0_q5eg47	0.78	0.54	16.85	0.54	0.2
pos_q60612_q7ts72	0.77	0.41	18.3	0.37	0.2
pos_a0a5f8mpw1_q61391	0.84	0.83	19.05	0.59	0.2
pos_q64373_o88597	0.62	0.41	15.01	0.35	0.2
pos_p55772_p03930	0.79	0.3	14.43	0.72	0.2
pos_q8blr9_q8ven2	0.89	0.5	15.86	0.58	0.2
pos_p35363_q3tbl6	0.59	0.66	17.1	0.49	0.2
pos_e9pxf7_q9qy05	0.81	0.27	18.66	0.64	0.2
pos_q7ts72_p98083	0.42	0.35	12.58	0.31	0.2
pos_b9ek12_g3uyl9	0.28	0.74	18.36	0.62	0.2
pos_f2z493_q9wvs4	0.63	0.69	13.38	0.47	0.2
pos_q8k4j6_p70335	0.2	0.36	22.01	0.31	0.2
pos_q9d6y7_p10085	0.77	0.26	15.2	0.43	0.2
pos_q9cq19_p22605	0.38	0.63	12.08	0.5	0.2
pos_o70145_p60761	0.41	0.26	11.98	0.37	0.2
pos_q9est8_q4va93	0.47	0.57	16.55	0.38	0.2
pos_q9est8_p97471	0.49	0.42	18.39	0.35	0.2
pos_q9est8_q9wun2	0.48	0.78	23.88	0.51	0.2
pos_p60761_q91vc7	0.24	0.46	6.99	0.4	0.2
pos_o35716_h3bkl1	0.64	0.48	12.1	0.37	0.2
pos_q9cz91_a0a3b2wcn9	0.3	0.38	8.61	0.34	0.2
pos_q9quj7_a0a0r4izw5	0.81	0.35	18.92	0.48	0.2
pos_q9jhw9_o08762	0.89	0.44	18.74	0.46	0.2
pos_q61324_q64429	0.33	0.82	17.56	0.46	0.2
pos_q61324_q71fd5	0.3	0.32	12.16	0.29	0.2
pos_q64430_p25799	0.45	0.47	28.09	0.38	0.2
pos_q9cyt6_q542i8	0.39	0.56	17.55	0.43	0.2
pos_q91v98_q64729	0.33	0.61	9.74	0.35	0.2
pos_p13864_q9d722	0.66	0.11	22.44	0.6	0.2
pos_q9da79_a0a0b4j1g6	0.73	0.46	9.6	0.55	0.2
pos_q9eqy5_a0a024qyr9	0.55	0.57	21.22	0.4	0.2
pos_p63038_a0a0j9ytu3	0.63	0.26	21.5	0.35	0.2
pos_e9qnx9_q9qy05	0.37	0.25	21.55	0.35	0.2
pos_q543v3_q8r2s1	0.28	0.48	13.74	0.29	0.2
pos_p48356_q8r4b8	0.4	0.48	27.99	0.36	0.2
pos_q9cq11_p97295	0.53	0.72	9.51	0.61	0.2
pos_a0a494bax0_q9z1e3	0.38	0.65	22.14	0.35	0.2
pos_p70313_a0a0r4j1i9	0.57	0.76	22.63	0.46	0.2
pos_a3kn90_p05480	0.34	0.59	20.52	0.33	0.2
pos_o70343_o35698	0.23	0.26	13.31	0.23	0.2
pos_a0a0r4j096_p42227	0.48	0.68	18.59	0.48	0.2
pos_q3ukc1_q8c878	0.21	0.72	19.78	0.38	0.2
pos_o08579_q60803	0.21	0.38	14.53	0.33	0.19
pos_o08638_q9jm73	0.48	0.26	27.37	0.44	0.19
pos_o35182_p04202	0.57	0.43	15.52	0.42	0.19
pos_o35565_p70323	0.61	0.44	16.72	0.37	0.19
pos_o70507_p97474	0.43	0.23	21.68	0.39	0.19
pos_p01586_p35918	0.52	0.33	17.6	0.32	0.19
pos_p01590_p52332	0.43	0.74	19.07	0.65	0.19
pos_p05622_q8bmt0	0.37	0.82	24.39	0.34	0.19
pos_p08505_o89090	0.74	0.18	23.15	0.27	0.19
pos_p09055_q64727	0.49	0.81	26.87	0.56	0.19
pos_p09242_p04925	0.87	0.45	19.55	0.64	0.19
pos_p09631_q8cig8	0.25	0.83	16.16	0.64	0.19
pos_p10168_p42230	0.69	0.69	22.83	0.6	0.19
pos_p10417_q9epk8	0.57	0.63	22.96	0.55	0.19
pos_p11152_q3tbt3	0.82	0.59	21.73	0.55	0.19
pos_p11983_p02340	0.66	0.49	19.14	0.47	0.19
pos_p14719_q9jlz8	0.37	0.42	13.08	0.31	0.19
pos_p15379_q8bjd1	0.26	0.57	17.23	0.41	0.19
pos_p16054_q8vcc8	0.51	0.58	23.03	0.43	0.19
pos_p19785_p48030	0.45	0.32	16.5	0.4	0.19
pos_p20029_q7tmf5	0.59	0.82	16.62	0.43	0.19
pos_p21274_q9qy96	0.56	0.62	25.61	0.52	0.19
pos_p26450_p62835	0.33	0.75	20.96	0.3	0.19
pos_p40224_p28843	0.47	0.92	21.02	0.84	0.19
pos_p40753_p61014	0.2	0.45	7.99	0.26	0.19
pos_p48025_q9quk6	0.46	0.67	23.9	0.49	0.19
pos_p48754_q00731	0.25	0.28	23.04	0.26	0.19
pos_p58462_q60843	0.23	0.22	12.54	0.24	0.19
pos_q01279_p35441	0.33	0.5	29.02	0.36	0.19
pos_q05816_p12813	0.86	0.45	14.87	0.41	0.19
pos_q06507_q9jif0	0.21	0.72	18.31	0.45	0.19
pos_q08857_q9z126	0.86	0.45	16.21	0.75	0.19
pos_q3u962_q00780	0.27	0.25	22.9	0.27	0.19
pos_q3ula2_p09055	0.64	0.51	22.27	0.39	0.19
pos_q60795_q9jif0	0.22	0.73	18.12	0.38	0.19
pos_q60855_q80x56	0.45	0.55	20.8	0.35	0.19
pos_q60953_q76mz3	0.32	0.71	20.84	0.41	0.19
pos_q61221_p06151	0.42	0.88	21.96	0.36	0.19
pos_q62120_q05769	0.68	0.85	22.09	0.52	0.19
pos_q6ygz1_q9quk6	0.85	0.65	26.68	0.49	0.19
pos_q6ygz1_q9qun7	0.85	0.66	21.61	0.49	0.19
pos_q80xd8_p02340	0.16	0.56	10.54	0.44	0.19
pos_q80z64_q8bx22	0.25	0.19	17.64	0.19	0.19
pos_q8bqs5_p23204	0.68	0.56	14.03	0.42	0.19
pos_q8brt1_q99kd6	0.31	0.36	20.21	0.3	0.19
pos_q8cip4_q921j2	0.54	0.77	23.65	0.49	0.19
pos_q8cjg0_p04202	0.84	0.61	22.58	0.65	0.19
pos_q8qzr1_q3u0m1	0.81	0.5	22.77	0.43	0.19
pos_q8r1h0_p42582	0.71	0.24	17.6	0.24	0.19
pos_q8r4b8_q60641	0.52	0.42	17.94	0.43	0.19
pos_q8r4b8_q9es82	0.49	0.41	19.78	0.42	0.19
pos_q8r4b8_q9wvc6	0.47	0.61	24.56	0.41	0.19
pos_q8vcf0_b2rre7	0.25	0.3	14.48	0.29	0.19
pos_q8vhg2_p46938	0.22	0.15	9.22	0.22	0.19
pos_q921j2_p35441	0.7	0.5	25.76	0.46	0.19
pos_q921v5_q00724	0.78	0.78	16.76	0.61	0.19
pos_q99mu3_q03963	0.4	0.48	21.66	0.35	0.19
pos_q99n13_q3tkt4	0.18	0.35	25.6	0.33	0.19
pos_q9cuu3_q64213	0.34	0.24	22.52	0.32	0.19
pos_q9jhd1_q60795	0.39	0.21	18.87	0.31	0.19
pos_q9ji91_p23242	0.52	0.51	20.17	0.44	0.19
pos_q9jjn1_q923e4	0.55	0.47	23.36	0.41	0.19
pos_q9jkq4_q9z0v2	0.18	0.46	16.45	0.35	0.19
pos_q9wv60_o54890	0.77	0.62	22.98	0.48	0.19
pos_q9wvh4_q9wvs6	0.2	0.61	16.44	0.37	0.19
pos_q9wvs6_q9czw5	0.55	0.63	16.08	0.46	0.19
pos_o88351_q3tbl6	0.73	0.68	22.99	0.63	0.19
pos_o88536_q9d2c2	0.72	0.74	18.35	0.53	0.19
pos_p28235_o89109	0.59	0.67	19.38	0.47	0.19
pos_p29452_p58801	0.58	0.54	11.83	0.38	0.19
pos_p29754_o35253	0.72	0.6	13.49	0.46	0.19
pos_p29754_p34960	0.72	0.46	15.06	0.45	0.19
pos_p29754_q9wu02	0.69	0.58	16.18	0.41	0.19
pos_p29754_q9wu02	0.69	0.58	16.09	0.41	0.19
pos_p32299_p30548	0.67	0.64	17.44	0.42	0.19
pos_p35561_q99m15	0.57	0.65	12.24	0.39	0.19
pos_p41245_p48787	0.5	0.37	15.94	0.44	0.19
pos_p48036_q99lh2	0.89	0.64	18.65	0.49	0.19
pos_p97822_q04207	0.6	0.43	12.6	0.37	0.19
pos_q3u034_p49650	0.65	0.73	18.54	0.45	0.19
pos_q3u034_q60614	0.65	0.73	16.56	0.48	0.19
pos_q5eg47_p47811	0.52	0.83	21.83	0.43	0.19
pos_q5eg47_q9jjn1	0.54	0.54	19.2	0.45	0.19
pos_q60614_q3u034	0.73	0.65	15.17	0.48	0.19
pos_q60803_p31938	0.35	0.71	21.91	0.39	0.19
pos_q63934_o08537	0.27	0.48	14.07	0.35	0.19
pos_q6pcx7_o08537	0.55	0.47	15.95	0.35	0.19
pos_q6pem6_q60644	0.32	0.51	13.94	0.35	0.19
pos_q91vc7_q7ts72	0.5	0.43	18.82	0.39	0.19
pos_q91yi4_p47809	0.73	0.66	16.64	0.48	0.19
pos_q922b6_q99p51	0.5	0.49	16.79	0.41	0.19
pos_q99lh2_q9r0n5	0.66	0.41	17.07	0.47	0.19
pos_q9cpq8_q8caq8	0.42	0.27	17.61	0.27	0.19
pos_q9epc2_q8c180	0.54	0.24	15.73	0.27	0.19
pos_q9est8_p06804	0.44	0.59	16.17	0.39	0.19
pos_o09100_p22605	0.17	0.65	14.32	0.41	0.19
pos_o35943_q9d711	0.56	0.92	17.63	0.62	0.19
pos_o54908_p22725	0.3	0.77	17.29	0.53	0.19
pos_p01580_q61190	0.64	0.55	19.85	0.45	0.19
pos_p01580_q61190	0.64	0.55	19.83	0.45	0.19
pos_p06240_p0c6b2	0.73	0.49	20.41	0.59	0.19
pos_p18762_q6wkz7	0.62	0.48	22.13	0.38	0.19
pos_p22387_q9qy05	0.29	0.29	8.73	0.27	0.19
pos_p23242_q7ts72	0.55	0.41	16.9	0.35	0.19
pos_p23242_q7ts72	0.55	0.41	17.09	0.35	0.19
pos_p23927_q9z1e3	0.43	0.66	14.79	0.5	0.19
pos_p29754_p35374	0.7	0.71	16.82	0.48	0.19
pos_p29754_q8k4q7	0.68	0.76	20.49	0.54	0.19
pos_p29754_q8k4q7	0.68	0.76	20.62	0.54	0.19
pos_p48787_p58771	0.34	0.27	15.73	0.26	0.19
pos_p55264_q8blr9	0.82	0.87	18.97	0.51	0.19
pos_p62137_o70176	0.87	0.19	15.31	0.61	0.19
pos_p63094_a0a5f8mpl8	0.48	0.46	8.59	0.38	0.19
pos_q60612_q7ts72	0.77	0.42	18.37	0.37	0.19
pos_q60612_q9z2j6	0.76	0.71	21.26	0.49	0.19
pos_q61646_p06467	0.77	0.81	16.79	0.62	0.19
pos_q61771_q9d5h4	0.57	0.68	23.84	0.47	0.19
pos_q80wy3_q7ts72	0.26	0.44	10.3	0.38	0.19
pos_q8br90_q5nd29	0.82	0.22	11.55	0.47	0.19
pos_q8r3r8_q6wkz7	0.85	0.45	20.29	0.41	0.19
pos_q8r4v2_q8bh93	0.72	0.1	17.02	0.41	0.19
pos_q99n69_q99p51	0.33	0.52	17.84	0.29	0.19
pos_q9dcb8_q9daa7	0.65	0.19	13.24	0.38	0.19
pos_q9ep73_q63953	0.59	0.56	18.94	0.42	0.19
pos_q9es57_p19437	0.57	0.58	13.45	0.4	0.19
pos_q9z1e3_a2afk4	0.63	0.45	18.61	0.4	0.19
pos_o35253_q9z2s7	0.65	0.35	14.37	0.55	0.19
pos_o70145_p26450	0.4	0.3	9.42	0.27	0.19
pos_o88351_q8n7n6	0.72	0.31	21.35	0.51	0.19
pos_o89008_p05017	0.65	0.35	7.57	0.5	0.19
pos_p01580_q62120	0.56	0.7	22.08	0.64	0.19
pos_p03930_p28235	0.29	0.58	13.46	0.53	0.19
pos_p05627_q9est8	0.21	0.44	13.78	0.36	0.19
pos_p10810_q9jhf9	0.78	0.72	16.73	0.61	0.19
pos_p11798_d3z249	0.63	0.28	14.9	0.58	0.19
pos_p11798_o35219	0.56	0.41	24.94	0.36	0.19
pos_p11798_p16054	0.54	0.5	19.57	0.39	0.19
pos_p13864_q8ciw5	0.68	0.59	28.82	0.55	0.19
pos_p18872_p52194	0.55	0.56	22.98	0.45	0.19
pos_p23927_q3umw7	0.46	0.73	19.28	0.55	0.19
pos_p28652_p61014	0.53	0.31	17.74	0.51	0.19
pos_p29754_o35409	0.69	0.86	21.31	0.63	0.19
pos_p29754_q9wv08	0.69	0.65	17.19	0.44	0.19
pos_p31750_q8cfu8	0.71	0.17	11.89	0.56	0.19
pos_p34971_q3tbl6	0.6	0.68	16.66	0.49	0.19
pos_p35918_o70343	0.32	0.2	22.34	0.3	0.19
pos_p35918_p60954	0.33	0.31	19.37	0.31	0.19
pos_p35918_q9qvp9	0.32	0.4	27.31	0.3	0.19
pos_p36895_p36898	0.57	0.6	8.2	0.38	0.19
pos_p48356_q8r4b8	0.41	0.52	27.67	0.37	0.19
pos_p50136_q8vhj7	0.8	0.2	26.41	0.36	0.19
pos_p70170_q9cqy5	0.79	0.46	25.72	0.7	0.19
pos_p82020_q9r0a1	0.32	0.64	23.74	0.61	0.19
pos_q00560_o70343	0.55	0.25	22.55	0.41	0.19
pos_q02566_p63058	0.44	0.47	23.54	0.41	0.19
pos_q3uu96_q9jkd3	0.5	0.64	14.1	0.47	0.19
pos_q5drq8_q60996	0.55	0.7	20.08	0.47	0.19
pos_q5eg47_p60324	0.52	0.32	16.09	0.44	0.19
pos_q5eg47_q704y3	0.54	0.7	20.78	0.49	0.19
pos_q60612_p60761	0.81	0.25	6.34	0.71	0.19
pos_q60751_q9qy05	0.38	0.24	22.91	0.36	0.19
pos_q60929_q3uh06	0.22	0.22	26.26	0.23	0.19
pos_q60936_q5drq8	0.57	0.53	18.44	0.44	0.19
pos_q61735_q62523	0.6	0.26	15.25	0.32	0.19
pos_q62356_o08689	0.49	0.4	16.39	0.34	0.19
pos_q64373_o88597	0.61	0.41	15.44	0.35	0.19
pos_q64373_p00397	0.61	0.88	21.18	0.68	0.19
pos_q64373_p00397	0.61	0.88	21.2	0.68	0.19
pos_q7ts72_q61143	0.41	0.72	16.07	0.51	0.19
pos_q7ts72_q71fd5	0.44	0.32	17.51	0.37	0.19
pos_q7ts72_q8ciz9	0.4	0.63	20.52	0.41	0.19
pos_q7ts72_q8vct9	0.42	0.55	16.71	0.35	0.19
pos_q8cfi0_q9z1e3	0.39	0.65	23.02	0.35	0.19
pos_q8cgf5_o70355	0.79	0.66	18.62	0.5	0.19
pos_q8r3r8_q6wkz7	0.85	0.45	20.27	0.41	0.19
pos_q8vca5_q61146	0.75	0.38	13.7	0.46	0.19
pos_q8vhj7_q91v17	0.21	0.32	17.26	0.22	0.19
pos_q91y86_o70176	0.81	0.17	13.57	0.62	0.19
pos_q91z96_p13297	0.36	0.26	13.38	0.33	0.19
pos_q99lh2_q9r0n5	0.66	0.41	17.08	0.47	0.19
pos_q99m31_p42227	0.72	0.69	16	0.5	0.19
pos_q9est4_q5nce8	0.7	0.52	19.18	0.42	0.19
pos_q9jl26_q80uf7	0.35	0.28	21.03	0.3	0.19
pos_q9quj7_p09803	0.82	0.34	15.73	0.48	0.19
pos_q9wua6_p70335	0.62	0.35	24.06	0.32	0.19
pos_q9z2b5_p32648	0.34	0.18	18.67	0.32	0.19
pos_o35206_p82198	0.26	0.73	21.24	0.39	0.19
pos_p07214_q00731	0.6	0.28	8.29	0.36	0.19
pos_p31750_p16054	0.64	0.45	21.2	0.37	0.19
pos_p41164_p42582	0.29	0.25	9.38	0.24	0.19
pos_p41245_q9wvs4	0.43	0.65	17.85	0.34	0.19
pos_p48787_q5gig6	0.37	0.5	18.79	0.45	0.19
pos_p54763_o35182	0.37	0.55	17.45	0.33	0.19
pos_p62746_q9cun6	0.76	0.42	23.99	0.37	0.19
pos_p97414_q8cfi0	0.5	0.38	16.4	0.33	0.19
pos_q01279_q8bnd5	0.38	0.58	13.45	0.35	0.19
pos_q04207_p42225	0.42	0.73	18.16	0.51	0.19
pos_q3knm2_q80u63	0.49	0.59	19.88	0.49	0.19
pos_q5dtj9_q61953	0.22	0.12	18	0.23	0.19
pos_q60795_q9dby1	0.21	0.49	12.54	0.35	0.19
pos_q61221_o70571	0.42	0.8	20.52	0.39	0.19
pos_q61221_q9wun2	0.42	0.79	21.34	0.47	0.19
pos_q62120_p04202	0.68	0.39	24.02	0.57	0.19
pos_q8bk64_p14901	0.41	0.67	14.64	0.41	0.19
pos_q8cby8_q8r4b8	0.67	0.48	20.63	0.42	0.19
pos_q8r4b8_q62203	0.51	0.2	17.86	0.43	0.19
pos_q8vcn5_p17563	0.88	0.91	21.9	0.59	0.19
pos_q9epz6_p22561	0.37	0.24	14.11	0.29	0.19
pos_q9jhi8_q8bun5	0.67	0.58	18.24	0.49	0.19
pos_q9quj7_q9wvs6	0.77	0.57	18.09	0.55	0.19
pos_q9wu78_p97813	0.55	0.87	23.05	0.54	0.19
pos_a2ah22_o88597	0.37	0.42	21.95	0.33	0.19
pos_o35598_o70138	0.59	0.61	19.62	0.43	0.19
pos_o35930_p0c191	0.41	0.52	12.51	0.36	0.19
pos_o55003_p56501	0.18	0.65	12.75	0.48	0.19
pos_o55222_q8bfp9	0.63	0.77	21.16	0.48	0.19
pos_o88942_p04202	0.33	0.57	21.33	0.32	0.19
pos_p08122_p36423	0.26	0.82	25.3	0.35	0.19
pos_p08226_p70387	0.46	0.56	16.59	0.41	0.19
pos_p11440_p97329	0.81	0.45	25.47	0.4	0.19
pos_p18242_p42227	0.78	0.7	22.51	0.53	0.19
pos_p20029_p61620	0.61	0.71	20.58	0.44	0.19
pos_p21274_q03358	0.69	0.28	21.72	0.49	0.19
pos_p23242_p07901	0.52	0.59	17.85	0.46	0.19
pos_p26450_q9qun7	0.29	0.65	22.05	0.45	0.19
pos_p42582_p97471	0.24	0.43	10.47	0.34	0.19
pos_p42582_q9dbr7	0.23	0.32	8.51	0.3	0.19
pos_p50462_q6nzm9	0.31	0.43	21.85	0.4	0.19
pos_p51437_q8cg03	0.52	0.43	17.15	0.4	0.19
pos_p63017_q61187	0.64	0.38	11.24	0.46	0.19
pos_p70323_p70326	0.43	0.4	12.75	0.29	0.19
pos_p97714_p97717	0.5	0.53	19.54	0.38	0.19
pos_q01237_q3u1n2	0.49	0.45	24.3	0.37	0.19
pos_q08048_q00731	0.51	0.27	20.47	0.4	0.19
pos_q3uru2_p02340	0.17	0.49	25.87	0.26	0.19
pos_q60795_q8r4b8	0.19	0.5	19.22	0.41	0.19
pos_q60855_p39429	0.44	0.37	9.25	0.32	0.19
pos_q61093_q60795	0.71	0.21	18.86	0.45	0.19
pos_q6ebv9_q8bqu7	0.64	0.27	16.42	0.54	0.19
pos_q7tn79_q9z0x4	0.61	0.41	12.96	0.37	0.19
pos_q8bmt0_a3kmn0	0.83	0.21	21.31	0.41	0.19
pos_q8c0j2_q6zq88	0.5	0.72	18.92	0.5	0.19
pos_q91z83_p58771	0.44	0.31	24.75	0.42	0.19
pos_q923e4_q8bg60	0.47	0.6	20.32	0.38	0.19
pos_q9esu6_q08369	0.24	0.17	14.25	0.25	0.19
pos_q9r229_p42582	0.63	0.24	16.67	0.43	0.19
pos_q9z239_p70414	0.28	0.55	19.26	0.52	0.19
pos_o08586_q9jm73	0.77	0.24	17.34	0.43	0.19
pos_o55003_q61221	0.2	0.42	16.39	0.39	0.19
pos_o88876_q8vhp8	0.82	0.54	19.53	0.54	0.19
pos_o88879_a2aiv8	0.71	0.24	26.3	0.57	0.19
pos_p02463_p09055	0.26	0.54	29.57	0.33	0.19
pos_p05555_q08481	0.55	0.37	14.89	0.43	0.19
pos_p07750_p26450	0.58	0.34	22.34	0.31	0.19
pos_p09055_p21981	0.51	0.74	23.09	0.45	0.19
pos_p10923_q80yx1	0.08	0.32	26.29	0.32	0.19
pos_p15379_p34960	0.27	0.5	18.79	0.3	0.19
pos_p16056_p35821	0.53	0.64	18.84	0.47	0.19
pos_p20722_p48432	0.58	0.26	15.78	0.42	0.19
pos_p21274_q66py1	0.6	0.51	23.99	0.44	0.19
pos_p21275_q66py1	0.61	0.5	24.83	0.43	0.19
pos_p26041_q08481	0.66	0.45	18.87	0.39	0.19
pos_p34152_p35235	0.48	0.7	24.05	0.39	0.19
pos_p35428_q08775	0.32	0.28	11.43	0.24	0.19
pos_p38647_q60932	0.7	0.75	21.85	0.55	0.19
pos_p41245_q04207	0.47	0.4	18.48	0.36	0.19
pos_p59823_q9quk6	0.44	0.66	17.89	0.46	0.19
pos_p63017_q9eqq9	0.61	0.54	17.86	0.41	0.19
pos_p70302_q61143	0.28	0.73	11.82	0.52	0.19
pos_p70380_q8r4b8	0.67	0.48	19.43	0.44	0.19
pos_p70424_p46938	0.5	0.15	19.58	0.43	0.19
pos_p70424_q9z0j7	0.49	0.35	21.39	0.44	0.19
pos_q60795_q8bla8	0.2	0.55	15.84	0.45	0.19
pos_q61140_q64010	0.3	0.37	14.82	0.28	0.19
pos_q61221_p17710	0.42	0.67	18.93	0.47	0.19
pos_q61221_q99nb9	0.42	0.56	25.82	0.44	0.19
pos_q62386_p04202	0.53	0.46	20.65	0.37	0.19
pos_q7tn79_p05132	0.63	0.81	21.37	0.53	0.19
pos_q8r104_p70406	0.71	0.64	14.53	0.46	0.19
pos_q8vcf0_q8r4b8	0.25	0.55	17.19	0.45	0.19
pos_q8vim5_q08775	0.17	0.27	14.52	0.22	0.19
pos_q91xc8_q01887	0.11	0.53	10.41	0.49	0.19
pos_q920p3_p02340	0.44	0.5	19.09	0.37	0.19
pos_q920p3_p11103	0.39	0.6	24.04	0.44	0.19
pos_q9dbc3_p70372	0.73	0.3	22.64	0.59	0.19
pos_q9epw2_q924a0	0.2	0.23	6.56	0.22	0.19
pos_q9esu6_p70321	0.25	0.25	15.75	0.26	0.19
pos_q9jk92_q9z2x8	0.34	0.67	16.57	0.56	0.19
pos_q9wvh4_o08586	0.21	0.77	16.44	0.39	0.19
pos_q9wvh4_q9cr00	0.2	0.46	14.66	0.22	0.19
pos_q9z0j7_q64729	0.36	0.61	17.9	0.44	0.19
pos_q9z125_p02340	0.28	0.52	5.96	0.32	0.19
pos_o35082_q9cun6	0.81	0.41	23.65	0.57	0.19
pos_o55143_p70414	0.66	0.52	27.21	0.47	0.19
pos_p04202_o88393	0.54	0.37	21.14	0.34	0.19
pos_p08414_q01147	0.58	0.21	20.78	0.4	0.19
pos_p11087_p04202	0.27	0.66	25.94	0.29	0.19
pos_p15655_p04202	0.76	0.61	15.22	0.49	0.19
pos_p20029_o35718	0.64	0.56	18.78	0.53	0.19
pos_p21981_p35441	0.71	0.5	26.81	0.4	0.19
pos_p28867_q62172	0.51	0.4	21.04	0.37	0.19
pos_p31750_q923e4	0.69	0.47	20.41	0.38	0.19
pos_p35235_p42227	0.67	0.7	20.91	0.48	0.19
pos_p35428_p46938	0.3	0.16	11.75	0.21	0.19
pos_p49650_q9cpv9	0.71	0.72	21.99	0.48	0.19
pos_p59384_p18893	0.48	0.55	23.67	0.44	0.19
pos_p60324_p70178	0.35	0.27	15.39	0.26	0.19
pos_p62331_p63024	0.77	0.3	20.17	0.55	0.19
pos_p70321_q60954	0.26	0.36	12.08	0.3	0.19
pos_p70340_p70323	0.46	0.44	12.51	0.34	0.19
pos_p70340_q80u44	0.45	0.43	21.22	0.39	0.19
pos_p70424_p07901	0.48	0.58	25.08	0.39	0.19
pos_q08775_q04887	0.27	0.22	15.52	0.24	0.19
pos_q61850_p31240	0.25	0.46	15.43	0.26	0.19
pos_q7tsj6_q91ye8	0.39	0.19	11.26	0.31	0.19
pos_q8bun5_o35182	0.6	0.58	18.34	0.4	0.19
pos_q8c3p7_q9r210	0.41	0.25	21.25	0.31	0.19
pos_q8k4b2_q9qun7	0.48	0.65	20.68	0.48	0.19
pos_q8vcm2_q9qun7	0.43	0.66	19.98	0.53	0.19
pos_q8vim5_p04202	0.16	0.59	17.78	0.31	0.19
pos_q923e4_a2a5z6	0.48	0.4	17.54	0.35	0.19
pos_q99mb1_q9quk6	0.67	0.65	18.84	0.46	0.19
pos_q9d2y4_q60855	0.62	0.45	21.76	0.37	0.19
pos_q9jlv1_q91ye8	0.22	0.19	6.64	0.2	0.19
pos_q9wua6_p26450	0.67	0.32	22.54	0.39	0.19
pos_q9wv30_p97953	0.28	0.42	21.45	0.28	0.19
pos_q9wvl7_p01582	0.5	0.54	15.59	0.37	0.19
pos_o08677_p26450	0.26	0.32	14.18	0.26	0.19
pos_o35219_q9d3a8	0.41	0.32	23.63	0.36	0.19
pos_o88508_o70494	0.43	0.16	17.86	0.33	0.19
pos_o88597_q8vcf0	0.42	0.25	14.33	0.28	0.19
